age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,class
1,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,yes,no,unknown,0,may,1,0,0,unknown,no
2,retired,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,single,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,self-employed,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,divorced,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
0,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,divorced,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,technician,single,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,entrepreneur,single,tertiary,no,0,no,yes,unknown,0,may,0,0,0,unknown,no
1,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,single,unknown,no,0,yes,no,cellular,0,may,0,0,0,unknown,no
1,services,married,primary,no,0,yes,no,unknown,0,may,1,0,0,unknown,no
0,admin.,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,cellular,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,management,divorced,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,single,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
0,services,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,management,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,no,yes,unknown,0,may,0,0,0,unknown,no
2,services,divorced,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,services,divorced,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,services,divorced,secondary,yes,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,divorced,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,technician,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,married,secondary,no,0,yes,no,unknown,0,may,1,0,0,unknown,yes
1,self-employed,married,tertiary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,married,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,yes
1,technician,married,secondary,no,0,yes,no,unknown,0,may,1,0,0,unknown,yes
1,management,divorced,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,single,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
0,technician,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,entrepreneur,divorced,secondary,no,0,no,no,cellular,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,technician,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,no,yes,unknown,0,may,0,0,0,unknown,no
2,retired,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,services,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,divorced,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,self-employed,married,primary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,divorced,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,technician,divorced,unknown,no,0,yes,no,cellular,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,technician,married,tertiary,no,0,no,yes,unknown,0,may,0,0,0,unknown,no
1,technician,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,admin.,single,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
0,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,yes
2,management,married,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
0,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,single,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
0,unemployed,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,technician,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,single,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,housemaid,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,self-employed,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,unemployed,married,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,unemployed,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,student,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,2,0,0,unknown,no
1,management,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,married,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,yes
2,blue-collar,married,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,1,0,0,unknown,no
1,services,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,entrepreneur,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,retired,single,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,admin.,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,unemployed,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,services,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,0,may,1,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,divorced,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,single,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
0,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,divorced,tertiary,no,0,no,yes,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,self-employed,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,student,single,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,single,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,retired,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,housemaid,divorced,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,unknown,married,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,unemployed,married,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,housemaid,married,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,unemployed,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,entrepreneur,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,no,yes,unknown,0,may,0,0,0,unknown,no
1,technician,divorced,unknown,no,0,yes,no,unknown,0,may,1,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,services,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,entrepreneur,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,divorced,primary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,entrepreneur,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,unknown,no,0,no,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,services,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,entrepreneur,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,technician,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,divorced,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,entrepreneur,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,student,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,single,tertiary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,yes
1,blue-collar,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,entrepreneur,divorced,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,divorced,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,services,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,self-employed,married,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,technician,married,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,self-employed,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,single,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,student,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,student,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,divorced,primary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,retired,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,services,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,married,unknown,no,0,yes,no,cellular,0,may,0,0,0,unknown,no
2,technician,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,management,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,services,divorced,primary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,services,divorced,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
1,admin.,single,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,admin.,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,yes,unknown,0,may,0,0,0,unknown,no
2,technician,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,retired,single,primary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,technician,divorced,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
0,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,single,tertiary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,technician,married,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,technician,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,no,no,unknown,0,may,0,0,0,unknown,no
1,blue-collar,married,unknown,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
0,blue-collar,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
2,management,single,tertiary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,management,divorced,tertiary,no,1,yes,no,unknown,0,may,0,0,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
1,admin.,single,secondary,no,0,yes,no,unknown,0,may,0,0,0,unknown,no
